CompanyID;OrderNbr;LineNbr;RepairItemType;InventoryID;BasePrice;CreatedByID;CreatedByScreenID;CreatedDateTime;LastModifiedByID;LastModifiedByScreenID;LastModifiedDateTime;tstamp;NoteID
2;000001;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.100;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.100;0x000000000004DBDB;9997AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000001;3;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.153;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.153;0x000000000004DBDD;9A97AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000002;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.163;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.163;0x000000000004DBDF;9B97AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000003;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.177;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.177;0x000000000004DBE1;9C97AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000003;2;BT;2611;30.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.193;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.193;0x000000000004DBE3;9D97AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000005;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.207;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.207;0x000000000004DBE5;9E97AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000005;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.217;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.217;0x000000000004DBE7;9F97AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000006;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.230;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.230;0x000000000004DBE9;A097AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000006;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.247;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.247;0x000000000004DBEB;A197AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000007;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.263;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.263;0x000000000004DBED;A297AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000007;2;BT;2611;30.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.277;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-15 08:35:32.277;0x000000000004DBEF;A397AF06-8796-EA11-9FEF-E0D55E1F4D34
2;000008;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 11:03:08.427;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 11:03:08.427;0x000000000004F973;2098429F-9B96-EA11-9FEF-E0D55E1F4D34
2;000008;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 11:03:08.430;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 11:03:08.430;0x000000000004F974;2198429F-9B96-EA11-9FEF-E0D55E1F4D34
2;000009;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 11:19:10.173;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 11:19:10.173;0x000000000005093B;6F6342D9-9D96-EA11-9FEF-E0D55E1F4D34
2;000009;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 11:19:10.180;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 11:19:10.180;0x000000000005093C;706342D9-9D96-EA11-9FEF-E0D55E1F4D34
2;000010;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 15:24:05.447;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 15:24:05.447;0x0000000000052853;77D5DE0B-C096-EA11-9FEF-E0D55E1F4D34
2;000010;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 15:24:05.450;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 15:24:05.450;0x0000000000052854;78D5DE0B-C096-EA11-9FEF-E0D55E1F4D34
2;000011;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 15:24:29.680;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-15 15:24:29.680;0x0000000000052858;EBADF022-C096-EA11-9FEF-E0D55E1F4D34
2;000013;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 11:08:18.543;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 11:08:18.543;0x00000000000547BC;6E9774D4-F798-EA11-9FEF-E0D55E1F4D34
2;000013;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 11:08:18.547;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 11:08:18.547;0x00000000000547BD;6F9774D4-F798-EA11-9FEF-E0D55E1F4D34
2;000014;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 11:08:34.790;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 11:08:34.790;0x00000000000547C1;245E6EE6-F798-EA11-9FEF-E0D55E1F4D34
2;000016;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 12:49:42.780;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 12:49:42.780;0x000000000005576A;071AFE02-0699-EA11-9FEF-E0D55E1F4D34
2;000016;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 12:49:42.787;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 12:49:42.787;0x000000000005576B;081AFE02-0699-EA11-9FEF-E0D55E1F4D34
2;000017;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 12:49:59.457;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-18 12:49:59.457;0x000000000005576F;37F66A10-0699-EA11-9FEF-E0D55E1F4D34
