CompanyID;OrderNbr;LineNbr;RepairItemType;InventoryID;BasePrice;CreatedByID;CreatedByScreenID;CreatedDateTime;LastModifiedByID;LastModifiedByScreenID;LastModifiedDateTime;tstamp;NoteID
2;000001;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:16.967;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:16.967;0x00000000000548B7;ADF89E0A-1443-EC11-9E0F-9828A61840C3
2;000001;3;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:16.983;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:16.983;0x00000000000548B9;AEF89E0A-1443-EC11-9E0F-9828A61840C3
2;000002;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:16.993;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:16.993;0x00000000000548BB;AFF89E0A-1443-EC11-9E0F-9828A61840C3
2;000003;1;BT;2610;25.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:17.007;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:17.007;0x00000000000548BD;B0F89E0A-1443-EC11-9E0F-9828A61840C3
2;000003;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:17.020;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2021-11-11 17:23:17.020;0x00000000000548BF;B1F89E0A-1443-EC11-9E0F-9828A61840C3
2;000004;1;BT;2610;25.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-11 21:57:10.723;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-11 21:57:10.723;0x000000000006FD1F;92131F4B-3A43-EC11-9E0F-9828A61840C3
2;000004;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-11 21:57:10.730;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-11 21:57:10.730;0x000000000006FD20;93131F4B-3A43-EC11-9E0F-9828A61840C3
2;000005;1;BT;2610;25.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 13:49:50.887;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 13:49:50.887;0x0000000001B16162;554137DA-1A46-EC11-9E12-9828A61840C3
2;000005;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 13:49:50.893;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 13:49:50.893;0x0000000001B16163;564137DA-1A46-EC11-9E12-9828A61840C3
2;000006;1;BT;2610;25.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 20:52:08.853;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 20:52:08.853;0x0000000001B23C1F;BB58E1D2-5546-EC11-9E12-9828A61840C3
2;000006;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 20:52:08.857;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 20:52:08.857;0x0000000001B23C20;BC58E1D2-5546-EC11-9E12-9828A61840C3
2;000007;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 20:52:39.263;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 20:52:39.263;0x0000000001B23C25;E8E4E5EF-5546-EC11-9E12-9828A61840C3
2;000009;1;BT;2610;25.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 22:52:42.633;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 22:52:42.633;0x0000000001B2F80E;18F518B9-6646-EC11-9E12-9828A61840C3
2;000009;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 22:52:42.637;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 22:52:42.637;0x0000000001B2F80F;19F518B9-6646-EC11-9E12-9828A61840C3
2;000010;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 22:53:11.617;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-15 22:53:11.617;0x0000000001B2F814;4C3F24C8-6646-EC11-9E12-9828A61840C3
2;000012;1;BT;2610;25.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-16 20:43:35.397;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-16 20:43:35.397;0x000000000229BDDF;D52B73D3-1D47-EC11-9E13-9828A61840C3
2;000012;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-16 20:43:35.407;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-16 20:43:35.407;0x000000000229BDE0;D62B73D3-1D47-EC11-9E13-9828A61840C3
2;000013;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-16 20:44:00.677;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2021-11-16 20:44:00.677;0x000000000229BDE5;5536ABE9-1D47-EC11-9E13-9828A61840C3
