CompanyID;OrderNbr;LineNbr;RepairItemType;InventoryID;BasePrice;CreatedByID;CreatedByScreenID;CreatedDateTime;LastModifiedByID;LastModifiedByScreenID;LastModifiedDateTime;tstamp;NoteID
2;000001;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.590;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.590;0x000000000004F9A2;E1AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000001;3;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.607;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.607;0x000000000004F9A4;E2AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000002;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.630;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.630;0x000000000004F9A6;E3AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000003;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.637;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.637;0x000000000004F9A8;E4AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000003;2;BT;2611;30.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.650;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.650;0x000000000004F9AA;E5AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000005;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.660;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.660;0x000000000004F9AC;E6AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000005;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.667;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.667;0x000000000004F9AE;E7AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000006;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.677;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.677;0x000000000004F9B0;E8AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000006;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.687;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.687;0x000000000004F9B2;E9AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000007;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.697;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.697;0x000000000004F9B4;EAAFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000007;2;BT;2611;30.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.707;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.707;0x000000000004F9B6;EBAFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000008;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.713;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.713;0x000000000004F9B8;ECAFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000008;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.723;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.723;0x000000000004F9BA;EDAFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000009;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.733;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.733;0x000000000004F9BC;EEAFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000009;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.743;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.743;0x000000000004F9BE;EFAFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000010;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.753;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.753;0x000000000004F9C0;F0AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000010;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.763;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.763;0x000000000004F9C2;F1AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000011;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.770;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.770;0x000000000004F9C4;F2AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000013;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.780;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.780;0x000000000004F9C6;F3AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000013;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.790;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.790;0x000000000004F9C8;F4AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000014;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.800;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.800;0x000000000004F9CA;F5AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000016;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.807;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.807;0x000000000004F9CC;F6AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000016;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.817;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.817;0x000000000004F9CE;F7AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000017;1;SR;2613;50.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.827;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;00000000;2020-05-19 11:12:11.827;0x000000000004F9D0;F8AFC792-C199-EA11-9FF0-E0D55E1F4D34
2;000019;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:16:09.953;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:16:09.953;0x000000000004F9E5;DD326B17-C299-EA11-9FF0-E0D55E1F4D34
2;000019;2;BC;2612;10.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:16:09.957;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:16:09.957;0x000000000004F9E6;DE326B17-C299-EA11-9FF0-E0D55E1F4D34
2;000020;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:16:46.813;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:16:46.813;0x000000000004F9EC;E224FE2D-C299-EA11-9FF0-E0D55E1F4D34
2;000020;2;BT;2611;30.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:16:46.817;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:16:46.817;0x000000000004F9ED;E324FE2D-C299-EA11-9FF0-E0D55E1F4D34
2;000021;1;BT;2610;20.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:17:10.510;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:17:10.510;0x000000000004F9F0;5025843F-C299-EA11-9FF0-E0D55E1F4D34
2;000021;2;BT;2611;30.000000;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:17:10.510;B5344897-037E-4D58-B5C3-1BDFD0F47BF9;RS301000;2020-05-19 11:17:10.510;0x000000000004F9F1;5125843F-C299-EA11-9FF0-E0D55E1F4D34
